k,alpha,beta,size,edge_num,ngil,nsil,num_of_clusters,time,method,seed
4,1.0,1.0,300,6084,0.5956,0.0001,75,22.8247,Discernibility,4
4,1.0,1.0,500,36254,0.5993,0.0,125,231.2436,Discernibility,4
6,1.0,0.0,100,362,0.7265,0.0381,16,1.2612,Discernibility,4
6,1.0,0.0,300,6084,0.7139,0.0082,50,40.6776,Discernibility,4
6,1.0,0.0,500,36254,0.7177,0.0073,83,428.0717,Discernibility,4
6,1.0,0.5,100,362,0.7035,0.0321,16,1.2537,Discernibility,4
6,1.0,0.5,300,6084,0.7321,0.0,50,35.4359,Discernibility,4
6,1.0,0.5,500,36254,0.7124,0.0001,83,363.9117,Discernibility,4
6,0.5,1.0,100,362,0.7111,0.0299,16,1.2574,Discernibility,4
6,0.5,1.0,300,6084,0.7321,0.0,50,35.7454,Discernibility,4
6,0.5,1.0,500,36254,0.7125,0.0001,83,396.7774,Discernibility,4
6,0.5,0.5,100,362,0.7111,0.0299,16,1.2535,Discernibility,4
6,0.5,0.5,300,6084,0.7321,0.0,50,35.1842,Discernibility,4
6,0.5,0.5,500,36254,0.7124,0.0001,83,360.0776,Discernibility,4
6,1.0,1.0,100,362,0.7111,0.0299,16,1.2515,Discernibility,4
6,1.0,1.0,300,6084,0.7321,0.0,50,35.0369,Discernibility,4
6,1.0,1.0,500,36254,0.7124,0.0001,83,362.5464,Discernibility,4
8,1.0,0.0,100,362,0.7648,0.0998,12,1.584,Discernibility,4
8,1.0,0.0,300,6084,0.773,0.0219,37,53.336,Discernibility,4
8,1.0,0.0,500,36254,0.7841,0.0154,62,1055.3938,Discernibility,4
8,1.0,0.5,100,362,0.7479,0.0631,12,1.5906,Discernibility,4
8,1.0,0.5,300,6084,0.7783,0.0005,37,48.1353,Discernibility,4
8,1.0,0.5,500,36254,0.7788,0.0004,62,486.8467,Discernibility,4
8,0.5,1.0,100,362,0.7479,0.0631,12,1.5662,Discernibility,4
8,0.5,1.0,300,6084,0.7835,0.0005,37,48.1485,Discernibility,4
8,0.5,1.0,500,36254,0.7754,0.0004,62,710.9269,Discernibility,4
8,0.5,0.5,100,362,0.7479,0.0631,12,1.6487,Discernibility,4
8,0.5,0.5,300,6084,0.7835,0.0005,37,52.6493,Discernibility,4
8,0.5,0.5,500,36254,0.7786,0.0004,62,522.8312,Discernibility,4
8,1.0,1.0,100,362,0.7479,0.0631,12,1.6397,Discernibility,4
8,1.0,1.0,300,6084,0.7835,0.0005,37,49.6694,Discernibility,4
8,1.0,1.0,500,36254,0.7786,0.0004,62,508.806,Discernibility,4
10,1.0,0.0,100,362,0.7974,0.1336,10,1.6771,Discernibility,4
10,1.0,0.0,300,6084,0.8078,0.0425,30,64.3335,Discernibility,4
10,1.0,0.0,500,36254,0.8082,0.0332,50,681.4295,Discernibility,4
10,1.0,0.5,100,362,0.8012,0.1064,10,1.6456,Discernibility,4
10,1.0,0.5,300,6084,0.8201,0.0167,30,60.6183,Discernibility,4
10,1.0,0.5,500,36254,0.8276,0.0004,50,617.8397,Discernibility,4
10,0.5,1.0,100,362,0.8012,0.1064,10,1.6399,Discernibility,4
10,0.5,1.0,300,6084,0.8201,0.0167,30,60.1778,Discernibility,4
10,0.5,1.0,500,36254,0.8276,0.0004,50,617.2629,Discernibility,4
10,0.5,0.5,100,362,0.8012,0.1064,10,1.6433,Discernibility,4
10,0.5,0.5,300,6084,0.8201,0.0167,30,60.0552,Discernibility,4
10,0.5,0.5,500,36254,0.8276,0.0004,50,610.9145,Discernibility,4
10,1.0,1.0,100,362,0.8012,0.1064,10,1.6265,Discernibility,4
10,1.0,1.0,300,6084,0.8201,0.0167,30,59.6089,Discernibility,4
10,1.0,1.0,500,36254,0.8276,0.0004,50,613.0284,Discernibility,4
2,1.0,0.0,100,362,0.103,0.0,50,0.867,Entropy,4
2,1.0,0.0,300,6084,0.0931,0.0001,150,16.0534,Entropy,4
2,1.0,0.0,500,36254,0.0804,0.0,250,134.9169,Entropy,4
2,1.0,0.5,100,362,0.1043,0.0,50,0.8385,Entropy,4
2,1.0,0.5,300,6084,0.084,0.0001,150,15.7644,Entropy,4
2,1.0,0.5,500,36254,0.0886,0.0,250,121.4815,Entropy,4
2,0.5,1.0,100,362,0.1043,0.0,50,0.8404,Entropy,4
2,0.5,1.0,300,6084,0.084,0.0001,150,15.2866,Entropy,4
2,0.5,1.0,500,36254,0.0886,0.0,250,120.1258,Entropy,4
2,0.5,0.5,100,362,0.1043,0.0,50,0.8315,Entropy,4
2,0.5,0.5,300,6084,0.084,0.0001,150,15.2492,Entropy,4
2,0.5,0.5,500,36254,0.0886,0.0,250,121.3659,Entropy,4
2,1.0,1.0,100,362,0.1043,0.0,50,0.833,Entropy,4
2,1.0,1.0,300,6084,0.084,0.0001,150,15.3692,Entropy,4
2,1.0,1.0,500,36254,0.0886,0.0,250,120.4283,Entropy,4
4,1.0,0.0,100,362,0.2148,0.0096,25,1.7821,Entropy,4
4,1.0,0.0,300,6084,0.2047,0.0026,75,37.1821,Entropy,4
4,1.0,0.0,500,36254,0.1698,0.0027,125,318.1366,Entropy,4
4,1.0,0.5,100,362,0.2208,0.0089,25,1.7733,Entropy,4
4,1.0,0.5,300,6084,0.1963,0.0025,75,36.2304,Entropy,4
4,1.0,0.5,500,36254,0.1721,0.0023,125,304.2102,Entropy,4
4,0.5,1.0,100,362,0.2208,0.0089,25,1.7741,Entropy,4
4,0.5,1.0,300,6084,0.2041,0.0025,75,35.9885,Entropy,4
4,0.5,1.0,500,36254,0.1764,0.0018,125,301.7595,Entropy,4
4,0.5,0.5,100,362,0.2208,0.0089,25,1.8169,Entropy,4
4,0.5,0.5,300,6084,0.1961,0.0025,75,37.5061,Entropy,4
4,0.5,0.5,500,36254,0.1726,0.0022,125,310.9627,Entropy,4
4,1.0,1.0,100,362,0.2208,0.0089,25,1.7666,Entropy,4
4,1.0,1.0,300,6084,0.1961,0.0025,75,36.2436,Entropy,4
4,1.0,1.0,500,36254,0.1726,0.0022,125,302.3276,Entropy,4
6,1.0,0.0,100,362,0.412,0.0499,16,2.791,Entropy,4
6,1.0,0.0,300,6084,0.2788,0.007,50,54.3175,Entropy,4
6,1.0,0.0,500,36254,0.2365,0.0076,83,471.8079,Entropy,4
6,1.0,0.5,100,362,0.3812,0.0462,16,2.7883,Entropy,4
6,1.0,0.5,300,6084,0.2761,0.0066,50,55.3663,Entropy,4
6,1.0,0.5,500,36254,0.2335,0.008,83,1447.8014,Entropy,4
6,0.5,1.0,100,362,0.405,0.0487,16,2.7682,Entropy,4
6,0.5,1.0,300,6084,0.2653,0.0062,50,1022.9193,Entropy,4
6,0.5,1.0,500,36254,0.248,0.0068,83,5318.2221,Entropy,4
6,0.5,0.5,100,362,0.3812,0.0462,16,2.7753,Entropy,4
6,0.5,0.5,300,6084,0.2693,0.0061,50,56.737,Entropy,4
6,0.5,0.5,500,36254,0.2505,0.0076,83,482.2705,Entropy,4
6,1.0,1.0,100,362,0.3812,0.0462,16,2.7803,Entropy,4
6,1.0,1.0,300,6084,0.2693,0.0061,50,56.0642,Entropy,4
6,1.0,1.0,500,36254,0.2505,0.0076,83,473.4793,Entropy,4
8,1.0,0.0,100,362,0.4872,0.0946,12,3.6389,Entropy,4
8,1.0,0.0,300,6084,0.374,0.0233,37,71.2607,Entropy,4
8,1.0,0.0,500,36254,0.2901,0.0156,62,611.7715,Entropy,4
8,1.0,0.5,100,362,0.4785,0.0929,12,3.6325,Entropy,4
8,1.0,0.5,300,6084,0.3735,0.019,37,73.2513,Entropy,4
8,1.0,0.5,500,36254,0.2992,0.0173,62,627.2213,Entropy,4
8,0.5,1.0,100,362,0.4635,0.0882,12,3.6129,Entropy,4
8,0.5,1.0,300,6084,0.3472,0.0189,37,72.7847,Entropy,4
8,0.5,1.0,500,36254,0.3091,0.0167,62,628.2647,Entropy,4
8,0.5,0.5,100,362,0.463,0.0891,12,3.6108,Entropy,4
8,0.5,0.5,300,6084,0.3498,0.019,37,73.4254,Entropy,4
8,0.5,0.5,500,36254,0.2997,0.0167,62,631.717,Entropy,4
8,1.0,1.0,100,362,0.463,0.0891,12,3.6583,Entropy,4
8,1.0,1.0,300,6084,0.3498,0.019,37,73.7298,Entropy,4
8,1.0,1.0,500,36254,0.2997,0.0167,62,629.4826,Entropy,4
10,1.0,0.0,100,362,0.3841,0.135,10,4.1183,Entropy,4
10,1.0,0.0,300,6084,0.35,0.0363,30,86.9646,Entropy,4
10,1.0,0.0,500,36254,0.2764,0.0302,50,751.2842,Entropy,4
10,1.0,0.5,100,362,0.4035,0.1354,10,4.1404,Entropy,4
10,1.0,0.5,300,6084,0.3654,0.0405,30,88.0884,Entropy,4
10,1.0,0.5,500,36254,0.302,0.0338,50,775.7064,Entropy,4
10,0.5,1.0,100,362,0.4035,0.1354,10,4.1032,Entropy,4
10,0.5,1.0,300,6084,0.3608,0.0293,30,89.8993,Entropy,4
10,0.5,1.0,500,36254,0.2896,0.0322,50,775.2272,Entropy,4
10,0.5,0.5,100,362,0.4035,0.1354,10,4.1127,Entropy,4
10,0.5,0.5,300,6084,0.3384,0.0318,30,89.9761,Entropy,4
10,0.5,0.5,500,36254,0.3041,0.0306,50,793.0537,Entropy,4
10,1.0,1.0,100,362,0.4035,0.1354,10,4.13,Entropy,4
10,1.0,1.0,300,6084,0.3384,0.0318,30,90.6848,Entropy,4
10,1.0,1.0,500,36254,0.3041,0.0306,50,785.8196,Entropy,4
2,1.0,0.0,1000,170412,0.068,0.0,500,1969.6495,Entropy,4
2,0.5,0.5,1000,170412,0.0692,0.0,500,3839.2469,Entropy,4
6,1.0,0.0,1000,170412,0.1936,0.0032,166,8413.5622,Entropy,4
6,1.0,0.0,1000,170412,0.1936,0.0032,166,6935.3656,Entropy,4
6,1.0,0.0,1000,170412,0.1239,0.0032,166,4579.6281,SaNGreeA,4
6,0.5,0.5,1000,170412,0.3861,0.0001,166,6779.1856,SaNGreeA,4
6,1.0,0.0,1000,170412,0.1949,0.0034,166,6853.0235,Classification_Metric,4
3,1.0,0.0,100,362,0.5052,0.0127,33,3.9093,Modularity,4
3,1.0,0.0,100,362,0.5052,0.0127,33,3.9042,Modularity,4
3,1.0,0.0,100,362,0.5052,0.0127,33,3.8808,Modularity,4
3,1.0,0.0,100,362,0.514,0.0079,33,3.7814,Modularity,4
4,1.0,0.0,100,362,0.5992,0.0152,25,4.2081,Modularity,4
4,0.5,0.5,100,362,0.5385,0.0156,25,4.3207,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.2352,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.2525,Modularity,4
4,0.5,0.5,100,362,0.5698,0.0132,25,4.2958,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.352,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.3476,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.332,Modularity,4
4,0.5,0.5,100,362,0.5804,0.0132,25,4.3838,Modularity,4
4,0.5,0.5,100,362,0.5698,0.0132,25,4.3782,Modularity,4
4,0.5,0.5,100,362,0.5742,0.0132,25,4.3851,Modularity,4
4,0.5,0.5,100,362,0.5742,0.0132,25,4.3364,Modularity,4
4,0.5,0.5,100,362,0.5914,0.0144,25,4.7975,Modularity,4
4,0.5,0.5,100,362,0.5666,0.0132,25,4.3169,Modularity,4
4,0.5,0.5,100,362,0.5914,0.0144,25,4.768,Modularity,4
6,0.5,0.5,1000,170412,0.1972,0.0032,166,5736.8646,Classification_Metric,4
4,0.5,0.5,100,362,0.6115,0.0117,25,5.0264,Silhouette,4
4,0.5,0.5,100,362,0.6115,0.0117,25,4.9935,Silhouette,4
4,0.5,0.5,100,362,0.6115,0.0117,25,4.931,Silhouette,4
4,0.5,0.5,100,362,0.6181,0.0117,25,4.9391,Silhouette,4
4,0.5,0.5,100,362,0.6181,0.0117,25,4.9833,Silhouette,4
2,1.0,0.0,100,362,0.3532,0.0006,50,3.027,Modularity,4
2,1.0,0.0,300,6084,0.3598,0.0001,150,178.2529,Modularity,4
4,0.5,0.5,100,362,0.5808,0.0156,25,3.6737,Graph_Performance,4
2,1.0,0.0,500,36254,0.3508,0.0,250,1926.9515,Modularity,4
2,1.0,0.5,100,362,0.3297,0.0,50,3.0246,Modularity,4
2,1.0,0.5,300,6084,0.3492,0.0,150,188.6497,Modularity,4
2,1.0,0.5,500,36254,0.3553,0.0,250,2224.3939,Modularity,4
2,0.5,1.0,100,362,0.3733,0.0,50,3.0498,Modularity,4
2,0.5,1.0,300,6084,0.3515,0.0,150,190.908,Modularity,4
2,0.5,1.0,500,36254,0.3553,0.0,250,2225.0993,Modularity,4
2,0.5,0.5,100,362,0.3383,0.0,50,3.0496,Modularity,4
2,0.5,0.5,300,6084,0.3492,0.0,150,189.1301,Modularity,4
2,0.5,0.5,500,36254,0.3553,0.0,250,3760.0884,Modularity,4
2,1.0,1.0,100,362,0.3383,0.0,50,3.101,Modularity,4
2,1.0,1.0,300,6084,0.3492,0.0,150,193.5624,Modularity,4
2,1.0,1.0,500,36254,0.3553,0.0,250,4956.2967,Modularity,4
4,1.0,0.0,300,6084,0.6087,0.0049,75,274.1922,Modularity,4
4,1.0,0.0,500,36254,0.6038,0.0019,125,4953.2295,Modularity,4
4,1.0,0.5,100,362,0.6071,0.0138,25,12.3508,Modularity,4
4,1.0,0.5,300,6084,0.6085,0.0028,75,3091.4007,Modularity,4
4,1.0,0.5,500,36254,0.6107,0.0009,125,3848.9003,Modularity,4
4,0.5,1.0,500,36254,0.6101,0.001,125,3848.3668,Modularity,4
4,0.5,0.5,500,36254,0.6107,0.0009,125,6327.1812,Modularity,4
4,1.0,1.0,500,36254,0.6107,0.0009,125,8149.8237,Modularity,4
4,0.5,1.0,100,362,0.5871,0.0148,25,4.4964,Modularity,4
4,0.5,1.0,300,6084,0.6098,0.0026,75,314.8237,Modularity,4
4,0.5,0.5,100,362,0.5914,0.0144,25,4.4732,Modularity,4
4,0.5,0.5,300,6084,0.6085,0.0028,75,312.3896,Modularity,4
4,1.0,1.0,100,362,0.5914,0.0144,25,4.4669,Modularity,4
4,1.0,1.0,300,6084,0.6085,0.0028,75,315.53,Modularity,4
6,1.0,0.0,100,362,0.6881,0.0406,16,5.2114,Modularity,4
6,1.0,0.0,300,6084,0.7236,0.0127,50,328.383,Modularity,4
6,1.0,0.5,100,362,0.7086,0.0438,16,5.3295,Modularity,4
6,1.0,0.5,300,6084,0.7348,0.0052,50,386.7541,Modularity,4
6,0.5,1.0,100,362,0.7209,0.0498,16,5.3186,Modularity,4
6,0.5,1.0,300,6084,0.73,0.0049,50,573.5154,Modularity,4
6,1.0,1.0,100,362,0.7176,0.0545,16,5.3006,Modularity,4
6,1.0,1.0,300,6084,0.7243,0.0052,50,386.9763,Modularity,4
8,1.0,0.0,100,362,0.7842,0.09,12,5.6112,Modularity,4
8,1.0,0.0,300,6084,0.7857,0.0348,37,392.969,Modularity,4
8,1.0,0.5,100,362,0.7623,0.0774,12,5.8137,Modularity,4
8,1.0,0.5,300,6084,0.7849,0.0072,37,455.1544,Modularity,4
8,0.5,1.0,100,362,0.7372,0.0672,12,5.8161,Modularity,4
8,0.5,1.0,300,6084,0.7862,0.0068,37,1524.3443,Modularity,4
8,1.0,1.0,100,362,0.749,0.0807,12,5.768,Modularity,4
8,1.0,1.0,300,6084,0.7849,0.0072,37,453.7412,Modularity,4
10,1.0,0.0,100,362,0.8129,0.1137,10,5.7219,Modularity,4
10,1.0,0.0,300,6084,0.8336,0.0475,30,469.9246,Modularity,4
10,1.0,0.5,100,362,0.7991,0.1055,10,6.01,Modularity,4
10,0.5,1.0,100,362,0.7994,0.1049,10,6.006,Modularity,4
10,0.5,1.0,300,6084,0.8027,0.0249,30,527.4321,Modularity,4
10,1.0,1.0,100,362,0.7825,0.1061,10,5.9723,Modularity,4
10,1.0,1.0,300,6084,0.8226,0.0249,30,525.8155,Modularity,4
2,1.0,0.0,1000,170412,0.0337,0.0,500,2199.3118,Normalized_Certainty_Penalty,4
2,1.0,0.5,1000,170412,0.0413,0.0,500,1863.5493,Normalized_Certainty_Penalty,4
2,0.5,1.0,1000,170412,0.0529,0.0,500,1853.8828,Normalized_Certainty_Penalty,4
2,0.5,0.5,1000,170412,0.0416,0.0,500,2058.1813,Normalized_Certainty_Penalty,4
2,1.0,1.0,1000,170412,0.0416,0.0,500,2032.9555,Normalized_Certainty_Penalty,4
4,1.0,0.0,1000,170412,0.0959,0.0014,250,5628.0714,Normalized_Certainty_Penalty,4
4,1.0,0.5,1000,170412,0.1073,0.0006,250,5158.1157,Normalized_Certainty_Penalty,4
4,0.5,1.0,1000,170412,0.1474,0.0001,250,4803.5041,Normalized_Certainty_Penalty,4
4,0.5,0.5,1000,170412,0.1131,0.0005,250,5060.5803,Normalized_Certainty_Penalty,4
4,1.0,1.0,1000,170412,0.1131,0.0005,250,5047.653,Normalized_Certainty_Penalty,4
6,1.0,0.0,1000,170412,0.1456,0.0032,166,8587.1041,Normalized_Certainty_Penalty,4
2,1.0,0.0,1000,170412,0.0337,0.0,500,2182.8831,Normalized_Certainty_Penalty,4
6,1.0,0.0,1000,170412,0.1456,0.0032,166,8286.5909,Normalized_Certainty_Penalty,4
6,0.5,0.5,1000,170412,0.1824,0.0014,166,7647.9234,Normalized_Certainty_Penalty,4
6,1.0,0.0,1000,170412,0.1292,0.0032,166,8222.2866,Precision,4
6,1.0,0.0,1000,170412,0.6965,0.0036,166,7656.2226,Discernibility,4
6,0.5,0.5,1000,170412,0.7167,0.0002,166,6692.1705,Discernibility,4
6,0.5,0.5,1000,170412,0.2228,0.0002,166,7062.5345,Precision,4
6,1.0,0.0,500,36254,0.708,0.0041,83,3438.562,Modularity,4
5,1.0,0.0,100,362,0.332,0.0207,20,4.0023,Purity,4
6,1.0,0.5,500,36254,0.7156,0.0019,83,5097.1507,Modularity,4
6,0.5,1.0,500,36254,0.7155,0.0019,83,5073.6529,Modularity,4
6,1.0,1.0,500,36254,0.7155,0.0019,83,6108.501,Modularity,4
8,1.0,0.0,500,36254,0.7856,0.0082,62,5229.628,Modularity,4
8,1.0,0.5,500,36254,0.7708,0.0027,62,10513.0971,Modularity,4
2,1.0,0.0,100,362,0.103,0.0,50,0.4577,Purity,4
2,1.0,0.0,300,6084,0.0931,0.0001,150,11.9351,Purity,4
2,1.0,0.0,500,36254,0.0804,0.0,250,121.4554,Purity,4
2,1.0,0.5,100,362,0.1092,0.0,50,0.3759,Purity,4
2,1.0,0.5,300,6084,0.084,0.0001,150,11.33,Purity,4
2,1.0,0.5,500,36254,0.0913,0.0,250,109.5467,Purity,4
2,0.5,1.0,100,362,0.0989,0.0,50,0.377,Purity,4
2,0.5,1.0,300,6084,0.109,0.0,150,9.912,Purity,4
2,0.5,1.0,500,36254,0.1122,0.0,250,96.3556,Purity,4
2,1.0,1.0,100,362,0.1092,0.0,50,0.3703,Purity,4
2,1.0,1.0,300,6084,0.0988,0.0,150,10.0937,Purity,4
2,1.0,1.0,500,36254,0.0966,0.0,250,99.8927,Purity,4
4,1.0,0.0,100,362,0.2281,0.0101,25,0.7613,Purity,4
4,1.0,0.0,300,6084,0.2326,0.0023,75,28.0291,Purity,4
4,1.0,0.0,500,36254,0.1987,0.0028,125,301.1373,Purity,4
4,1.0,0.5,100,362,0.2355,0.01,25,0.7578,Purity,4
4,1.0,0.5,300,6084,0.24,0.0018,75,26.5561,Purity,4
4,1.0,0.5,500,36254,0.233,0.0004,125,261.7873,Purity,4
4,0.5,1.0,100,362,0.2788,0.0082,25,0.751,Purity,4
4,0.5,1.0,300,6084,0.2518,0.0003,75,23.8003,Purity,4
4,0.5,1.0,500,36254,0.2703,0.0001,125,238.8653,Purity,4
4,1.0,1.0,100,362,0.2355,0.01,25,0.7523,Purity,4
4,1.0,1.0,300,6084,0.2592,0.0004,75,24.1351,Purity,4
4,1.0,1.0,500,36254,0.2663,0.0001,125,244.7149,Purity,4
6,1.0,0.0,100,362,0.4764,0.0431,16,1.2969,Purity,4
6,1.0,0.0,300,6084,0.3013,0.008,50,41.5163,Purity,4
6,1.0,0.0,500,36254,0.2801,0.0078,83,436.647,Purity,4
6,1.0,0.5,100,362,0.3929,0.0412,16,1.2952,Purity,4
6,1.0,0.5,300,6084,0.3398,0.0057,50,39.4964,Purity,4
6,1.0,0.5,500,36254,0.3492,0.0016,83,393.6573,Purity,4
6,0.5,1.0,100,362,0.4315,0.0353,16,1.2902,Purity,4
6,0.5,1.0,300,6084,0.3613,0.0005,50,35.9403,Purity,4
6,0.5,1.0,500,36254,0.3938,0.0,83,919.9875,Purity,4
6,1.0,1.0,100,362,0.4403,0.0412,16,1.2874,Purity,4
6,1.0,1.0,300,6084,0.3783,0.0033,50,36.3519,Purity,4
6,1.0,1.0,500,36254,0.3898,0.0002,83,376.5123,Purity,4
8,1.0,0.0,100,362,0.5473,0.0926,12,1.6029,Purity,4
8,1.0,0.0,300,6084,0.3978,0.019,37,53.4303,Purity,4
8,1.0,0.0,500,36254,0.385,0.0183,62,553.6665,Purity,4
8,1.0,0.5,100,362,0.5562,0.0885,12,1.6263,Purity,4
8,1.0,0.5,300,6084,0.4812,0.0159,37,54.1926,Purity,4
8,1.0,0.5,500,36254,0.4455,0.0046,62,754.6737,Purity,4
8,0.5,1.0,100,362,0.5967,0.0853,12,1.6444,Purity,4
8,0.5,1.0,300,6084,0.5088,0.001,37,49.1676,Purity,4
8,0.5,1.0,500,36254,0.5148,0.0002,62,496.0087,Purity,4
8,1.0,1.0,100,362,0.5666,0.0865,12,1.629,Purity,4
8,1.0,1.0,300,6084,0.5087,0.014,37,50.7599,Purity,4
8,1.0,1.0,500,36254,0.4757,0.002,62,501.3015,Purity,4
10,1.0,0.0,100,362,0.5015,0.1355,10,1.6701,Purity,4
10,1.0,0.0,300,6084,0.4215,0.0411,30,65.4869,Purity,4
10,1.0,0.0,500,36254,0.3834,0.0322,50,673.7028,Purity,4
10,1.0,0.5,100,362,0.563,0.1294,10,1.7176,Purity,4
10,1.0,0.5,300,6084,0.4784,0.0276,30,65.4296,Purity,4
10,1.0,0.5,500,36254,0.4655,0.0087,50,650.0363,Purity,4
10,0.5,1.0,100,362,0.58,0.1275,10,1.696,Purity,4
10,0.5,1.0,300,6084,0.4985,0.0168,30,60.2139,Purity,4
10,0.5,1.0,500,36254,0.5357,0.0004,50,619.7667,Purity,4
10,1.0,1.0,100,362,0.5458,0.1294,10,1.7107,Purity,4
10,1.0,1.0,300,6084,0.5227,0.0242,30,61.4048,Purity,4
10,1.0,1.0,500,36254,0.5389,0.0008,50,1041.4446,Purity,4
2,1.0,0.0,1000,170412,0.068,0.0,500,2456.4152,Purity,4
2,1.0,0.5,1000,170412,0.0706,0.0,500,1683.5477,Purity,4
2,0.5,1.0,1000,170412,0.1081,0.0,500,1505.6905,Purity,4
2,1.0,1.0,1000,170412,0.0896,0.0,500,1729.9316,Purity,4
4,1.0,0.0,1000,170412,0.1603,0.0012,250,5859.1945,Purity,4
6,1.0,0.0,1000,170412,0.2411,0.0033,166,16339.5243,Purity,4
2,1.0,0.0,100,362,0.3501,0.0,50,3.5621,Silhouette,4
2,1.0,0.0,300,6084,0.3523,0.0001,150,190.4158,Silhouette,4
2,1.0,0.0,500,36254,0.3749,0.0,250,2236.5034,Silhouette,4
2,1.0,0.5,100,362,0.364,0.0,50,3.6473,Silhouette,4
2,1.0,0.5,300,6084,0.3484,0.0001,150,189.4396,Silhouette,4
2,1.0,0.5,500,36254,0.3633,0.0,250,2326.0168,Silhouette,4
2,0.5,1.0,100,362,0.364,0.0,50,3.6576,Silhouette,4
2,0.5,1.0,300,6084,0.3527,0.0001,150,205.0166,Silhouette,4
2,0.5,1.0,500,36254,0.3484,0.0,250,2420.7022,Silhouette,4
2,0.5,0.5,100,362,0.364,0.0,50,3.6275,Silhouette,4
2,0.5,0.5,300,6084,0.3618,0.0001,150,198.5966,Silhouette,4
2,0.5,0.5,500,36254,0.356,0.0,250,2377.2578,Silhouette,4
2,1.0,1.0,100,362,0.364,0.0,50,3.5616,Silhouette,4
2,1.0,1.0,300,6084,0.3618,0.0001,150,197.2729,Silhouette,4
2,1.0,1.0,500,36254,0.356,0.0,250,2373.4133,Silhouette,4
4,1.0,0.0,100,362,0.5882,0.0096,25,5.4754,Silhouette,4
4,1.0,0.0,300,6084,0.6112,0.0028,75,263.6242,Silhouette,4
4,1.0,0.0,500,36254,0.6158,0.0012,125,3054.8131,Silhouette,4
4,1.0,0.5,100,362,0.6115,0.0117,25,5.4312,Silhouette,4
4,1.0,0.5,300,6084,0.6179,0.0026,75,258.5274,Silhouette,4
4,1.0,0.5,500,36254,0.6101,0.001,125,3187.2399,Silhouette,4
4,0.5,1.0,100,362,0.6181,0.0117,25,5.3552,Silhouette,4
4,0.5,1.0,300,6084,0.5953,0.0025,75,291.0581,Silhouette,4
4,0.5,1.0,500,36254,0.5961,0.0011,125,3591.4569,Silhouette,4
4,0.5,0.5,100,362,0.6181,0.0117,25,5.4461,Silhouette,4
4,0.5,0.5,300,6084,0.6195,0.0021,75,264.5127,Silhouette,4
4,0.5,0.5,500,36254,0.622,0.0011,125,3185.1475,Silhouette,4
4,1.0,1.0,100,362,0.6181,0.0117,25,4.8719,Silhouette,4
4,1.0,1.0,300,6084,0.6195,0.0021,75,246.0755,Silhouette,4
4,1.0,1.0,500,36254,0.622,0.0011,125,3415.2707,Silhouette,4
6,1.0,0.0,100,362,0.7249,0.0431,16,6.8775,Silhouette,4
6,1.0,0.0,300,6084,0.7109,0.0063,50,307.9469,Silhouette,4
6,1.0,0.0,500,36254,0.7219,0.003,83,3393.643,Silhouette,4
6,1.0,0.5,100,362,0.7232,0.0484,16,6.9811,Silhouette,4
6,1.0,0.5,300,6084,0.7211,0.0062,50,294.792,Silhouette,4
6,1.0,0.5,500,36254,0.7082,0.0025,83,3524.9114,Silhouette,4
6,0.5,1.0,100,362,0.7098,0.0363,16,7.0031,Silhouette,4
6,0.5,1.0,300,6084,0.713,0.0049,50,319.8447,Silhouette,4
6,0.5,1.0,500,36254,0.7137,0.0033,83,4018.3429,Silhouette,4
6,0.5,0.5,100,362,0.71,0.0361,16,6.9573,Silhouette,4
6,0.5,0.5,300,6084,0.7077,0.0061,50,291.1408,Silhouette,4
6,0.5,0.5,500,36254,0.7092,0.002,83,3722.2523,Silhouette,4
6,1.0,1.0,100,362,0.71,0.0361,16,6.94,Silhouette,4
6,1.0,1.0,300,6084,0.7077,0.0061,50,291.5335,Silhouette,4
6,1.0,1.0,500,36254,0.7092,0.002,83,3672.8932,Silhouette,4
8,1.0,0.0,100,362,0.7855,0.0903,12,8.3033,Silhouette,4
8,1.0,0.0,300,6084,0.8064,0.0109,37,324.3192,Silhouette,4
8,1.0,0.0,500,36254,0.7826,0.0065,62,3658.1097,Silhouette,4
8,1.0,0.5,100,362,0.7288,0.074,12,8.2859,Silhouette,4
8,1.0,0.5,300,6084,0.7682,0.0095,37,315.2554,Silhouette,4
8,1.0,0.5,500,36254,0.7774,0.0044,62,3652.8551,Silhouette,4
8,0.5,1.0,100,362,0.727,0.0681,12,8.1197,Silhouette,4
8,0.5,1.0,300,6084,0.7767,0.0115,37,332.9451,Silhouette,4
8,0.5,1.0,500,36254,0.7628,0.006,62,4266.6476,Silhouette,4
8,0.5,0.5,100,362,0.7289,0.0704,12,8.1648,Silhouette,4
8,0.5,0.5,300,6084,0.784,0.0089,37,312.8111,Silhouette,4
8,0.5,0.5,500,36254,0.7749,0.0033,62,3819.7402,Silhouette,4
8,1.0,1.0,100,362,0.7289,0.0704,12,8.3099,Silhouette,4
8,1.0,1.0,300,6084,0.784,0.0089,37,316.0169,Silhouette,4
